ld8,H_all1,H_all2,H_all3,H_all4,H_all5,H_all6,H_all7,H_all8,H_all9,H_all10,H_all11,H_all12,H_all13
11711_20181119,1.49357787391016,1.49966313934344,1.42558213545991,1.52970567886813,1.52959593141408,1.38663714519316,1.54980988247385,1.39336964251937,1.36768021836644,1.47994197016584,1.42482407167524,1.13958990157217,1.5115945091736
11713_20181203,1.59825347357273,1.60555406352943,1.43664027803807,1.38034805696574,1.27267575939836,1.4304515489418,1.33214553834354,1.24278442176052,1.50746528898011,1.36531594996689,1.60953038068001,1.26533367525711,1.40799080786165
11713_20200821,1.50930964171928,1.39716544487722,1.43951780874259,1.40963895290911,1.57323092441566,1.42757536033518,1.50407549383559,1.47514118523724,1.4290108926011,1.62090921015696,1.352916857385,1.42952037535288,1.51029128652867
11713_20211108,1.49351371282167,1.59577834817826,1.56563653735314,1.5513745551266,1.34584366737078,1.40460423650866,1.40229842329553,1.44961511098725,1.46290745463242,1.37924486808739,1.48399361742474,1.53945698192272,1.64807626146886
11715_20190125,1.2718442812314,1.42600841915351,1.25166493846604,1.1978708373582,1.26049741702016,1.16054699273482,1.47465007384992,1.4788802919301,1.18017927070331,1.08332141999926,1.09911465824161,1.1921670984418,1.04311028863685
11715_20210213,1.41203702910843,1.25932447785198,1.31535076937514,1.51054836820063,1.37792953609714,1.34973888938625,1.60681234208396,1.37099887203401,1.55198790226455,1.53026874606206,1.5041572281048,1.54464126753526,1.4608232808138
11716_20181129,1.55667238872243,1.38664334828673,1.34717451377688,1.31339318309491,1.57277825665747,1.59653322190724,1.35657742731084,1.13851343439272,1.37097903749598,1.29093577958021,1.21066704561039,1.24711094777914,1.32364583317975
11716_20200921,1.426960426423,1.60992924569377,1.36576949558596,1.44862057430756,1.40688777411019,1.4766686464675,1.51632024157067,1.49726935293069,1.16197960466988,1.4056111241868,1.21141739381685,1.55362438358749,1.40545964123653
11718_20190112,1.32296536306943,1.26637149804589,1.24035596378883,1.42455140649556,1.29445610528726,1.31791191926169,1.55803717119414,1.26021724396534,1.27143266194923,1.11301274818078,1.17664174637851,1.16440493187775,1.3100152169015
11718_20201023,1.34838447467272,1.3830586242956,1.54067407264581,1.36177404861849,1.20577311007858,1.57595944139954,1.29219652260072,1.40893097736388,1.21795185369948,1.43458985955874,1.27523272774497,1.2777809914566,1.39894546838897
