"trial" "xdat" "lat" "fstCorrect" "ErrCorr" "AS" "Count" "Desc" "ld8"
"3399" 40 134 NA FALSE FALSE "AS" -1 "average fixpos(0.000000) is off from baseline(130.500000)!" "11689.20180904"
"3400" 41 134 NA FALSE FALSE "AS" -1 "no good saccades" "11689.20180904"
"3401" 42 133 323 TRUE FALSE "AS" 1 "" "11689.20180904"
"3402" 43 131 430 TRUE FALSE "AS" 1 "" "11689.20180904"
"3403" 44 134 392 FALSE FALSE "AS" 0 "" "11689.20180904"
"3404" 45 132 181 FALSE TRUE "AS" 2 "" "11689.20180904"
"3405" 46 131 383 TRUE FALSE "AS" 1 "" "11689.20180904"
"3406" 47 134 351 TRUE FALSE "AS" 1 "" "11689.20180904"
"3407" 48 133 413 TRUE FALSE "AS" 1 "" "11689.20180904"
"3408" 1 131 179 FALSE FALSE "AS" 0 "" "11688.20180827"
"3409" 2 134 164 FALSE TRUE "AS" 2 "" "11688.20180827"
"3410" 3 133 171 FALSE TRUE "AS" 2 "" "11688.20180827"
"3411" 4 134 186 FALSE TRUE "AS" 2 "" "11688.20180827"
"3412" 5 132 147 FALSE TRUE "AS" 2 "" "11688.20180827"
"3413" 6 131 169 FALSE TRUE "AS" 2 "" "11688.20180827"
"3414" 7 134 196 FALSE TRUE "AS" 2 "" "11688.20180827"
"3415" 8 134 NA FALSE FALSE "AS" -1 "moving (7.539 px/60Hz) before target onset" "11688.20180827"
"3416" 9 133 181 FALSE TRUE "AS" 2 "" "11688.20180827"
"3417" 10 133 135 FALSE TRUE "AS" 2 "" "11688.20180827"
"3418" 11 131 142 FALSE TRUE "AS" 2 "" "11688.20180827"
"3419" 12 134 147 FALSE TRUE "AS" 2 "" "11688.20180827"
"3420" 13 131 120 FALSE TRUE "AS" 2 "" "11688.20180827"
"3421" 14 133 196 TRUE FALSE "AS" 1 "" "11688.20180827"
"3422" 15 132 76 TRUE FALSE "AS" 1 "" "11688.20180827"
"3423" 16 133 100 FALSE TRUE "AS" 2 "" "11688.20180827"
"3424" 17 131 206 FALSE TRUE "AS" 2 "" "11688.20180827"
"3425" 18 134 132 FALSE TRUE "AS" 2 "" "11688.20180827"
"3426" 19 133 195 TRUE FALSE "AS" 1 "" "11688.20180827"
"3427" 20 132 NA FALSE FALSE "AS" -1 "average fixpos(27.100000) is off from baseline(130.500000)!" "11688.20180827"
"3428" 21 133 206 FALSE TRUE "AS" 2 "" "11688.20180827"
"3429" 22 131 152 FALSE TRUE "AS" 2 "" "11688.20180827"
"3430" 23 132 93 FALSE TRUE "AS" 2 "" "11688.20180827"
"3431" 24 131 217 FALSE FALSE "AS" 0 "" "11688.20180827"
"3432" 25 134 152 FALSE TRUE "AS" 2 "" "11688.20180827"
"3433" 26 132 204 TRUE FALSE "AS" 1 "" "11688.20180827"
"3434" 27 133 134 FALSE FALSE "AS" 0 "" "11688.20180827"
"3435" 28 132 137 FALSE TRUE "AS" 2 "" "11688.20180827"
"3436" 29 133 174 FALSE TRUE "AS" 2 "" "11688.20180827"
"3437" 30 131 294 TRUE FALSE "AS" 1 "" "11688.20180827"
"3438" 31 134 476 TRUE FALSE "AS" 1 "" "11688.20180827"
"3439" 32 131 179 FALSE TRUE "AS" 2 "" "11688.20180827"
"3440" 33 131 NA FALSE FALSE "AS" -1 "blink before target onset" "11688.20180827"
"3441" 34 134 181 FALSE TRUE "AS" 2 "" "11688.20180827"
"3442" 35 134 184 FALSE TRUE "AS" 2 "" "11688.20180827"
"3443" 36 132 NA FALSE FALSE "AS" -1 "moving (4.499 px/60Hz) before target onset" "11688.20180827"
"3444" 37 133 208 FALSE TRUE "AS" 2 "" "11688.20180827"
"3445" 38 131 191 FALSE TRUE "AS" 2 "" "11688.20180827"
"3446" 39 132 157 FALSE TRUE "AS" 2 "" "11688.20180827"
"3447" 40 131 157 FALSE TRUE "AS" 2 "" "11688.20180827"
"3448" 41 132 545 TRUE FALSE "AS" 1 "" "11688.20180827"
"3449" 42 133 189 FALSE TRUE "AS" 2 "" "11688.20180827"
"3450" 43 132 174 FALSE TRUE "AS" 2 "" "11688.20180827"
"3451" 44 132 110 FALSE TRUE "AS" 2 "" "11688.20180827"
"3452" 45 133 127 FALSE TRUE "AS" 2 "" "11688.20180827"
"3453" 46 132 135 FALSE TRUE "AS" 2 "" "11688.20180827"
"3454" 47 134 516 TRUE FALSE "AS" 1 "" "11688.20180827"
"3455" 48 134 685 TRUE FALSE "AS" 1 "" "11688.20180827"
"3456" 1 132 412 TRUE FALSE "AS" 1 "" "11693.20180913"
"3457" 2 131 437 TRUE FALSE "AS" 1 "" "11693.20180913"
"3458" 3 133 314 FALSE TRUE "AS" 2 "" "11693.20180913"
"3459" 4 134 373 TRUE FALSE "AS" 1 "" "11693.20180913"
"3460" 5 132 248 TRUE FALSE "AS" 1 "" "11693.20180913"
"3461" 6 134 432 TRUE FALSE "AS" 1 "" "11693.20180913"
"3462" 7 132 260 TRUE FALSE "AS" 1 "" "11693.20180913"
"3463" 8 134 266 TRUE FALSE "AS" 1 "" "11693.20180913"
"3464" 9 132 253 TRUE FALSE "AS" 1 "" "11693.20180913"
"3465" 10 132 267 TRUE FALSE "AS" 1 "" "11693.20180913"
"3466" 11 133 204 FALSE TRUE "AS" 2 "" "11693.20180913"
"3467" 12 133 245 TRUE FALSE "AS" 1 "" "11693.20180913"
"3468" 13 134 227 FALSE TRUE "AS" 2 "" "11693.20180913"
"3469" 14 132 356 TRUE FALSE "AS" 1 "" "11693.20180913"
"3470" 15 133 258 TRUE FALSE "AS" 1 "" "11693.20180913"
"3471" 16 131 358 TRUE FALSE "AS" 1 "" "11693.20180913"
"3472" 17 134 258 FALSE TRUE "AS" 2 "" "11693.20180913"
"3473" 18 132 224 TRUE FALSE "AS" 1 "" "11693.20180913"
"3474" 19 132 243 TRUE FALSE "AS" 1 "" "11693.20180913"
"3475" 20 133 NA FALSE FALSE "AS" -1 "moving (9.641 px/60Hz) before target onset" "11693.20180913"
"3476" 21 133 250 TRUE FALSE "AS" 1 "" "11693.20180913"
"3477" 22 132 226 TRUE FALSE "AS" 1 "" "11693.20180913"
"3478" 23 133 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11693.20180913"
"3479" 24 131 336 TRUE FALSE "AS" 1 "" "11693.20180913"
"3480" 25 133 262 TRUE FALSE "AS" 1 "" "11693.20180913"
"3481" 26 134 275 TRUE FALSE "AS" 1 "" "11693.20180913"
"3482" 27 133 235 FALSE TRUE "AS" 2 "" "11693.20180913"
"3483" 28 133 208 TRUE FALSE "AS" 1 "" "11693.20180913"
"3484" 29 133 223 TRUE FALSE "AS" 1 "" "11693.20180913"
"3485" 30 134 NA FALSE FALSE "AS" -1 "moving (11.522 px/60Hz) before target onset" "11693.20180913"
"3486" 31 131 255 TRUE FALSE "AS" 1 "" "11693.20180913"
"3487" 32 134 304 TRUE FALSE "AS" 1 "" "11693.20180913"
"3488" 33 133 312 TRUE FALSE "AS" 1 "" "11693.20180913"
"3489" 34 131 253 TRUE FALSE "AS" 1 "" "11693.20180913"
"3490" 35 131 279 TRUE FALSE "AS" 1 "" "11693.20180913"
"3491" 36 134 309 TRUE FALSE "AS" 1 "" "11693.20180913"
"3492" 37 134 250 TRUE FALSE "AS" 1 "" "11693.20180913"
"3493" 38 132 290 TRUE FALSE "AS" 1 "" "11693.20180913"
"3494" 39 131 275 FALSE TRUE "AS" 2 "" "11693.20180913"
"3495" 40 132 292 TRUE FALSE "AS" 1 "" "11693.20180913"
"3496" 41 134 285 TRUE FALSE "AS" 1 "" "11693.20180913"
"3497" 42 132 213 TRUE FALSE "AS" 1 "" "11693.20180913"
"3498" 43 131 270 TRUE FALSE "AS" 1 "" "11693.20180913"
"3499" 44 131 NA FALSE FALSE "AS" -1 "moving (6.947 px/60Hz) before target onset" "11693.20180913"
"3500" 45 131 208 TRUE FALSE "AS" 1 "" "11693.20180913"
"3501" 46 134 319 TRUE FALSE "AS" 1 "" "11693.20180913"
"3502" 47 131 174 TRUE FALSE "AS" 1 "" "11693.20180913"
"3503" 48 131 240 TRUE FALSE "AS" 1 "" "11693.20180913"
"3504" 1 134 439 TRUE FALSE "AS" 1 "" "11695.20180914"
"3505" 2 131 331 TRUE FALSE "AS" 1 "" "11695.20180914"
"3506" 3 131 582 TRUE FALSE "AS" 1 "" "11695.20180914"
"3507" 4 134 238 TRUE FALSE "AS" 1 "" "11695.20180914"
"3508" 5 132 135 FALSE TRUE "AS" 2 "" "11695.20180914"
"3509" 6 133 201 TRUE FALSE "AS" 1 "" "11695.20180914"
"3510" 7 134 246 TRUE FALSE "AS" 1 "" "11695.20180914"
"3511" 8 133 231 TRUE FALSE "AS" 1 "" "11695.20180914"
"3512" 9 132 231 TRUE FALSE "AS" 1 "" "11695.20180914"
"3513" 10 134 155 FALSE TRUE "AS" 2 "" "11695.20180914"
"3514" 11 131 147 FALSE TRUE "AS" 2 "" "11695.20180914"
"3515" 12 131 439 TRUE FALSE "AS" 1 "" "11695.20180914"
"3516" 13 134 196 FALSE TRUE "AS" 2 "" "11695.20180914"
"3517" 14 131 243 TRUE FALSE "AS" 1 "" "11695.20180914"
"3518" 15 134 NA FALSE FALSE "AS" -1 "moving (8.662 px/60Hz) before target onset" "11695.20180914"
"3519" 16 133 373 TRUE FALSE "AS" 1 "" "11695.20180914"
"3520" 17 132 422 FALSE TRUE "AS" 2 "" "11695.20180914"
"3521" 18 133 162 TRUE FALSE "AS" 1 "" "11695.20180914"
"3522" 19 131 201 TRUE FALSE "AS" 1 "" "11695.20180914"
"3523" 20 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11695.20180914"
"3524" 21 131 378 TRUE FALSE "AS" 1 "" "11695.20180914"
"3525" 22 133 208 TRUE FALSE "AS" 1 "" "11695.20180914"
"3526" 23 132 132 FALSE TRUE "AS" 2 "" "11695.20180914"
"3527" 24 131 162 FALSE TRUE "AS" 2 "" "11695.20180914"
"3528" 25 134 432 TRUE FALSE "AS" 1 "" "11695.20180914"
"3529" 26 134 262 TRUE FALSE "AS" 1 "" "11695.20180914"
"3530" 27 131 137 FALSE TRUE "AS" 2 "" "11695.20180914"
"3531" 28 132 125 FALSE TRUE "AS" 2 "" "11695.20180914"
"3532" 29 134 267 TRUE FALSE "AS" 1 "" "11695.20180914"
"3533" 30 132 260 FALSE TRUE "AS" 2 "" "11695.20180914"
"3534" 31 132 108 FALSE TRUE "AS" 2 "" "11695.20180914"
"3535" 32 133 233 FALSE TRUE "AS" 2 "" "11695.20180914"
"3536" 33 132 243 TRUE FALSE "AS" 1 "" "11695.20180914"
"3537" 34 133 149 FALSE TRUE "AS" 2 "" "11695.20180914"
"3538" 35 133 159 FALSE TRUE "AS" 2 "" "11695.20180914"
"3539" 36 131 105 FALSE TRUE "AS" 2 "" "11695.20180914"
"3540" 37 133 235 TRUE FALSE "AS" 1 "" "11695.20180914"
"3541" 38 131 262 TRUE FALSE "AS" 1 "" "11695.20180914"
"3542" 39 131 403 TRUE FALSE "AS" 1 "" "11695.20180914"
"3543" 40 132 NA FALSE FALSE "AS" -1 "moving (5.746 px/60Hz) before target onset" "11695.20180914"
"3544" 41 133 181 FALSE TRUE "AS" 2 "" "11695.20180914"
"3545" 42 132 90 FALSE TRUE "AS" 2 "" "11695.20180914"
"3546" 43 134 317 TRUE FALSE "AS" 1 "" "11695.20180914"
"3547" 44 133 135 FALSE TRUE "AS" 2 "" "11695.20180914"
"3548" 45 132 226 FALSE TRUE "AS" 2 "" "11695.20180914"
"3549" 46 134 202 TRUE FALSE "AS" 1 "" "11695.20180914"
"3550" 47 134 143 FALSE TRUE "AS" 2 "" "11695.20180914"
"3551" 48 132 132 FALSE TRUE "AS" 2 "" "11695.20180914"
"3552" 1 131 439 TRUE FALSE "AS" 1 "" "11698.20180921"
"3553" 2 132 262 TRUE FALSE "AS" 1 "" "11698.20180921"
"3554" 3 131 361 TRUE FALSE "AS" 1 "" "11698.20180921"
"3555" 4 133 238 FALSE TRUE "AS" 2 "" "11698.20180921"
"3556" 5 133 NA FALSE FALSE "AS" -1 "average fixpos(0.000000) is off from baseline(130.500000)!" "11698.20180921"
"3557" 6 134 315 TRUE FALSE "AS" 1 "" "11698.20180921"
"3558" 7 133 240 TRUE FALSE "AS" 1 "" "11698.20180921"
"3559" 8 132 147 FALSE TRUE "AS" 2 "" "11698.20180921"
"3560" 9 131 394 TRUE FALSE "AS" 1 "" "11698.20180921"
"3561" 10 132 277 TRUE FALSE "AS" 1 "" "11698.20180921"
"3562" 11 131 302 TRUE FALSE "AS" 1 "" "11698.20180921"
"3563" 12 133 159 FALSE TRUE "AS" 2 "" "11698.20180921"
"3564" 13 132 243 TRUE FALSE "AS" 1 "" "11698.20180921"
"3565" 14 134 314 TRUE FALSE "AS" 1 "" "11698.20180921"
"3566" 15 132 216 FALSE TRUE "AS" 2 "" "11698.20180921"
"3567" 16 133 290 TRUE FALSE "AS" 1 "" "11698.20180921"
"3568" 17 131 304 TRUE FALSE "AS" 1 "" "11698.20180921"
"3569" 18 134 388 TRUE FALSE "AS" 1 "" "11698.20180921"
"3570" 19 134 322 FALSE TRUE "AS" 2 "" "11698.20180921"
"3571" 20 131 262 TRUE FALSE "AS" 1 "" "11698.20180921"
"3572" 21 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=53.629401" "11698.20180921"
"3573" 22 134 248 TRUE FALSE "AS" 1 "" "11698.20180921"
"3574" 23 133 388 TRUE FALSE "AS" 1 "" "11698.20180921"
"3575" 24 131 353 TRUE FALSE "AS" 1 "" "11698.20180921"
"3576" 25 134 302 TRUE FALSE "AS" 1 "" "11698.20180921"
"3577" 26 132 149 FALSE TRUE "AS" 2 "" "11698.20180921"
"3578" 27 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=50.005183" "11698.20180921"
"3579" 28 132 162 FALSE TRUE "AS" 2 "" "11698.20180921"
"3580" 29 132 277 TRUE FALSE "AS" 1 "" "11698.20180921"
"3581" 30 133 154 FALSE TRUE "AS" 2 "" "11698.20180921"
"3582" 31 133 262 TRUE FALSE "AS" 1 "" "11698.20180921"
"3583" 32 131 273 TRUE FALSE "AS" 1 "" "11698.20180921"
"3584" 33 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=66.792404" "11698.20180921"
"3585" 34 132 164 FALSE TRUE "AS" 2 "" "11698.20180921"
"3586" 35 131 393 TRUE FALSE "AS" 1 "" "11698.20180921"
"3587" 36 131 373 TRUE FALSE "AS" 1 "" "11698.20180921"
"3588" 37 134 271 TRUE FALSE "AS" 1 "" "11698.20180921"
"3589" 38 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=51.659612" "11698.20180921"
"3590" 39 133 258 TRUE FALSE "AS" 1 "" "11698.20180921"
"3591" 40 132 152 FALSE TRUE "AS" 2 "" "11698.20180921"
"3592" 41 132 221 TRUE FALSE "AS" 1 "" "11698.20180921"
"3593" 42 133 245 TRUE FALSE "AS" 1 "" "11698.20180921"
"3594" 43 133 272 TRUE FALSE "AS" 1 "" "11698.20180921"
"3595" 44 134 394 TRUE FALSE "AS" 1 "" "11698.20180921"
"3596" 45 133 194 TRUE FALSE "AS" 1 "" "11698.20180921"
"3597" 46 131 NA FALSE FALSE "AS" -1 "moving (-Inf px/60Hz) before target onset" "11698.20180921"
"3598" 47 131 221 TRUE FALSE "AS" 1 "" "11698.20180921"
"3599" 48 132 380 TRUE FALSE "AS" 1 "" "11698.20180921"
"3600" 1 131 326 TRUE FALSE "AS" 1 "" "11690.20180905"
"3601" 2 134 NA FALSE FALSE "AS" -1 "average fixpos(243.550000) is off from baseline(130.500000)!" "11690.20180905"
"3602" 3 131 243 TRUE FALSE "AS" 1 "" "11690.20180905"
"3603" 4 133 134 FALSE TRUE "AS" 2 "" "11690.20180905"
"3604" 5 134 146 FALSE FALSE "AS" 0 "" "11690.20180905"
"3605" 6 134 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11690.20180905"
"3606" 7 134 NA FALSE FALSE "AS" -1 "no good saccades" "11690.20180905"
"3607" 8 133 255 FALSE TRUE "AS" 2 "" "11690.20180905"
"3608" 9 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3609" 10 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3610" 11 131 NA FALSE FALSE "AS" -1 "blink before target onset" "11690.20180905"
"3611" 12 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3612" 13 131 206 TRUE FALSE "AS" 1 "" "11690.20180905"
"3613" 14 131 218 TRUE FALSE "AS" 1 "" "11690.20180905"
"3614" 15 134 NA FALSE FALSE "AS" -1 "no good saccades" "11690.20180905"
"3615" 16 133 144 FALSE FALSE "AS" 0 "" "11690.20180905"
"3616" 17 133 101 FALSE TRUE "AS" 2 "" "11690.20180905"
"3617" 18 134 NA FALSE FALSE "AS" -1 "blink before target onset" "11690.20180905"
"3618" 19 132 142 FALSE TRUE "AS" 2 "" "11690.20180905"
"3619" 20 131 152 FALSE TRUE "AS" 2 "" "11690.20180905"
"3620" 21 134 262 TRUE FALSE "AS" 1 "" "11690.20180905"
"3621" 22 133 186 FALSE FALSE "AS" 0 "" "11690.20180905"
"3622" 23 134 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3623" 24 134 218 TRUE FALSE "AS" 1 "" "11690.20180905"
"3624" 25 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3625" 26 132 216 FALSE TRUE "AS" 2 "" "11690.20180905"
"3626" 27 131 319 TRUE FALSE "AS" 1 "" "11690.20180905"
"3627" 28 134 315 TRUE FALSE "AS" 1 "" "11690.20180905"
"3628" 29 133 311 TRUE FALSE "AS" 1 "" "11690.20180905"
"3629" 30 132 149 FALSE TRUE "AS" 2 "" "11690.20180905"
"3630" 31 132 NA FALSE FALSE "AS" -1 "average fixpos(NaN) is off from baseline(130.500000)!" "11690.20180905"
"3631" 32 134 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3632" 33 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11690.20180905"
"3633" 34 132 199 FALSE TRUE "AS" 2 "" "11690.20180905"
"3634" 35 132 120 FALSE TRUE "AS" 2 "" "11690.20180905"
"3635" 36 132 NA FALSE FALSE "AS" -1 "moving (4.568 px/60Hz) before target onset" "11690.20180905"
"3636" 37 132 204 TRUE FALSE "AS" 1 "" "11690.20180905"
"3637" 38 131 NA FALSE FALSE "AS" -1 "moving (7.752 px/60Hz) before target onset" "11690.20180905"
"3638" 39 131 280 TRUE FALSE "AS" 1 "" "11690.20180905"
"3639" 40 134 256 FALSE FALSE "AS" 0 "" "11690.20180905"
"3640" 41 131 110 FALSE TRUE "AS" 2 "" "11690.20180905"
"3641" 42 131 127 FALSE TRUE "AS" 2 "" "11690.20180905"
"3642" 43 132 NA FALSE FALSE "AS" -1 "moving (8.614 px/60Hz) before target onset" "11690.20180905"
"3643" 44 133 NA FALSE FALSE "AS" -1 "blink before target onset" "11690.20180905"
"3644" 45 132 135 FALSE TRUE "AS" 2 "" "11690.20180905"
"3645" 46 131 132 TRUE FALSE "AS" 1 "" "11690.20180905"
"3646" 47 132 193 TRUE FALSE "AS" 1 "" "11690.20180905"
"3647" 48 132 169 FALSE TRUE "AS" 2 "" "11690.20180905"
"3648" 1 131 144 FALSE TRUE "AS" 2 "" "11692.20180912"
"3649" 2 132 186 FALSE TRUE "AS" 2 "" "11692.20180912"
"3650" 3 132 216 FALSE TRUE "AS" 2 "" "11692.20180912"
"3651" 4 131 208 FALSE TRUE "AS" 2 "" "11692.20180912"
"3652" 5 132 250 FALSE TRUE "AS" 2 "" "11692.20180912"
"3653" 6 133 159 FALSE TRUE "AS" 2 "" "11692.20180912"
"3654" 7 132 270 TRUE FALSE "AS" 1 "" "11692.20180912"
"3655" 8 134 243 TRUE FALSE "AS" 1 "" "11692.20180912"
"3656" 9 133 NA FALSE FALSE "AS" -1 "moving (5.062 px/60Hz) before target onset" "11692.20180912"
"3657" 10 133 248 FALSE TRUE "AS" 2 "" "11692.20180912"
"3658" 11 134 238 FALSE TRUE "AS" 2 "" "11692.20180912"
"3659" 12 132 282 TRUE FALSE "AS" 1 "" "11692.20180912"
"3660" 13 134 326 TRUE FALSE "AS" 1 "" "11692.20180912"
"3661" 14 131 137 FALSE TRUE "AS" 2 "" "11692.20180912"
"3662" 15 132 127 FALSE TRUE "AS" 2 "" "11692.20180912"
"3663" 16 132 140 FALSE TRUE "AS" 2 "" "11692.20180912"
"3664" 17 131 122 FALSE TRUE "AS" 2 "" "11692.20180912"
"3665" 18 131 280 FALSE TRUE "AS" 2 "" "11692.20180912"
"3666" 19 134 275 FALSE TRUE "AS" 2 "" "11692.20180912"
"3667" 20 133 NA FALSE FALSE "AS" -1 "blink before target onset" "11692.20180912"
"3668" 21 134 NA FALSE FALSE "AS" -1 "blink starts 0.395 before any saccade" "11692.20180912"
"3669" 22 133 NA FALSE FALSE "AS" -1 "moving (-Inf px/60Hz) before target onset" "11692.20180912"
"3670" 23 132 287 FALSE TRUE "AS" 2 "" "11692.20180912"
"3671" 24 131 NA FALSE FALSE "AS" -1 "moving (5.105 px/60Hz) before target onset" "11692.20180912"
"3672" 25 134 442 TRUE FALSE "AS" 1 "" "11692.20180912"
"3673" 26 133 233 FALSE TRUE "AS" 2 "" "11692.20180912"
"3674" 27 134 211 FALSE TRUE "AS" 2 "" "11692.20180912"
"3675" 28 134 NA FALSE FALSE "AS" -1 "moving (-Inf px/60Hz) before target onset" "11692.20180912"
"3676" 29 133 262 TRUE FALSE "AS" 1 "" "11692.20180912"
"3677" 30 133 267 TRUE FALSE "AS" 1 "" "11692.20180912"
"3678" 31 132 233 TRUE FALSE "AS" 1 "" "11692.20180912"
"3679" 32 131 147 FALSE TRUE "AS" 2 "" "11692.20180912"
"3680" 33 132 142 FALSE TRUE "AS" 2 "" "11692.20180912"
"3681" 34 133 149 FALSE TRUE "AS" 2 "" "11692.20180912"
"3682" 35 131 140 FALSE TRUE "AS" 2 "" "11692.20180912"
"3683" 36 131 189 FALSE TRUE "AS" 2 "" "11692.20180912"
"3684" 37 131 147 FALSE TRUE "AS" 2 "" "11692.20180912"
"3685" 38 132 149 FALSE TRUE "AS" 2 "" "11692.20180912"
"3686" 39 133 255 TRUE FALSE "AS" 1 "" "11692.20180912"
"3687" 40 134 NA FALSE FALSE "AS" -1 "moving (4.356 px/60Hz) before target onset" "11692.20180912"
"3688" 41 134 235 FALSE TRUE "AS" 2 "" "11692.20180912"
"3689" 42 134 NA FALSE FALSE "AS" -1 "blink before target onset" "11692.20180912"
"3690" 43 134 255 TRUE FALSE "AS" 1 "" "11692.20180912"
"3691" 44 133 260 TRUE FALSE "AS" 1 "" "11692.20180912"
"3692" 45 131 140 FALSE TRUE "AS" 2 "" "11692.20180912"
"3693" 46 133 167 FALSE TRUE "AS" 2 "" "11692.20180912"
"3694" 47 132 130 FALSE TRUE "AS" 2 "" "11692.20180912"
"3695" 48 131 140 FALSE TRUE "AS" 2 "" "11692.20180912"
"3696" 1 134 253 FALSE FALSE "AS" 0 "" "11697.20180920"
"3697" 2 132 260 TRUE FALSE "AS" 1 "" "11697.20180920"
"3698" 3 134 NA FALSE FALSE "AS" -1 "average fixpos(186.675000) is off from baseline(130.500000)!" "11697.20180920"
"3699" 4 133 299 TRUE FALSE "AS" 1 "" "11697.20180920"
"3700" 5 131 346 TRUE FALSE "AS" 1 "" "11697.20180920"
"3701" 6 131 213 FALSE TRUE "AS" 2 "" "11697.20180920"
"3702" 7 132 462 TRUE FALSE "AS" 1 "" "11697.20180920"
"3703" 8 133 169 FALSE TRUE "AS" 2 "" "11697.20180920"
"3704" 9 133 235 FALSE TRUE "AS" 2 "" "11697.20180920"
"3705" 10 132 272 TRUE FALSE "AS" 1 "" "11697.20180920"
"3706" 11 134 211 FALSE TRUE "AS" 2 "" "11697.20180920"
"3707" 12 131 309 TRUE FALSE "AS" 1 "" "11697.20180920"
"3708" 13 131 280 TRUE FALSE "AS" 1 "" "11697.20180920"
"3709" 14 132 159 FALSE TRUE "AS" 2 "" "11697.20180920"
"3710" 15 131 491 FALSE TRUE "AS" 2 "" "11697.20180920"
"3711" 16 133 176 FALSE TRUE "AS" 2 "" "11697.20180920"
"3712" 17 133 254 FALSE FALSE "AS" 0 "" "11697.20180920"
"3713" 18 132 361 TRUE FALSE "AS" 1 "" "11697.20180920"
"3714" 19 131 280 TRUE FALSE "AS" 1 "" "11697.20180920"
"3715" 20 134 282 FALSE TRUE "AS" 2 "" "11697.20180920"
"3716" 21 131 NA FALSE FALSE "AS" -1 "moving (4.201 px/60Hz) before target onset" "11697.20180920"
"3717" 22 132 167 TRUE FALSE "AS" 1 "" "11697.20180920"
"3718" 23 133 241 FALSE TRUE "AS" 2 "" "11697.20180920"
"3719" 24 132 132 FALSE TRUE "AS" 2 "" "11697.20180920"
"3720" 25 132 144 FALSE TRUE "AS" 2 "" "11697.20180920"
"3721" 26 133 223 FALSE TRUE "AS" 2 "" "11697.20180920"
"3722" 27 134 385 FALSE TRUE "AS" 2 "" "11697.20180920"
"3723" 28 133 NA FALSE FALSE "AS" -1 "moving (7.614 px/60Hz) before target onset" "11697.20180920"
"3724" 29 131 464 TRUE FALSE "AS" 1 "" "11697.20180920"
"3725" 30 133 303 TRUE FALSE "AS" 1 "" "11697.20180920"
"3726" 31 134 NA FALSE FALSE "AS" -1 "average fixpos(61.650000) is off from baseline(130.500000)!" "11697.20180920"
"3727" 32 133 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11697.20180920"
"3728" 33 134 368 TRUE FALSE "AS" 1 "" "11697.20180920"
"3729" 34 134 275 FALSE TRUE "AS" 2 "" "11697.20180920"
"3730" 35 133 194 FALSE TRUE "AS" 2 "" "11697.20180920"
"3731" 36 134 300 TRUE FALSE "AS" 1 "" "11697.20180920"
"3732" 37 134 322 TRUE FALSE "AS" 1 "" "11697.20180920"
"3733" 38 131 457 TRUE FALSE "AS" 1 "" "11697.20180920"
"3734" 39 134 263 TRUE FALSE "AS" 1 "" "11697.20180920"
"3735" 40 131 328 TRUE FALSE "AS" 1 "" "11697.20180920"
"3736" 41 131 275 TRUE FALSE "AS" 1 "" "11697.20180920"
"3737" 42 133 317 TRUE FALSE "AS" 1 "" "11697.20180920"
"3738" 43 132 147 FALSE TRUE "AS" 2 "" "11697.20180920"
"3739" 44 134 328 TRUE FALSE "AS" 1 "" "11697.20180920"
"3740" 45 132 144 FALSE TRUE "AS" 2 "" "11697.20180920"
"3741" 46 132 157 FALSE TRUE "AS" 2 "" "11697.20180920"
"3742" 47 131 319 TRUE FALSE "AS" 1 "" "11697.20180920"
"3743" 48 132 262 FALSE FALSE "AS" 0 "" "11697.20180920"
"3744" 1 133 179 FALSE TRUE "AS" 2 "" "11704.20181005"
"3745" 2 134 406 TRUE FALSE "AS" 1 "" "11704.20181005"
"3746" 3 133 346 TRUE FALSE "AS" 1 "" "11704.20181005"
"3747" 4 132 164 FALSE TRUE "AS" 2 "" "11704.20181005"
"3748" 5 132 287 TRUE FALSE "AS" 1 "" "11704.20181005"
"3749" 6 134 290 TRUE FALSE "AS" 1 "" "11704.20181005"
"3750" 7 131 299 TRUE FALSE "AS" 1 "" "11704.20181005"
"3751" 8 132 162 FALSE TRUE "AS" 2 "" "11704.20181005"
"3752" 9 132 572 TRUE FALSE "AS" 1 "" "11704.20181005"
"3753" 10 131 272 TRUE FALSE "AS" 1 "" "11704.20181005"
"3754" 11 134 157 FALSE TRUE "AS" 2 "" "11704.20181005"
