"trial" "xdat" "lat" "fstCorrect" "ErrCorr" "AS" "Count" "Desc" "ld8"
"1291" 44 132 267 TRUE FALSE "AS" 1 "" "11631.20180322"
"1292" 45 133 211 FALSE TRUE "AS" 2 "" "11631.20180322"
"1293" 46 131 221 TRUE FALSE "AS" 1 "" "11631.20180322"
"1294" 47 132 341 TRUE FALSE "AS" 1 "" "11631.20180322"
"1295" 48 133 207 FALSE FALSE "AS" 0 "" "11631.20180322"
"1296" 1 134 380 TRUE FALSE "AS" 1 "" "11634.20180329"
"1297" 2 133 287 TRUE FALSE "AS" 1 "" "11634.20180329"
"1298" 3 132 326 TRUE FALSE "AS" 1 "" "11634.20180329"
"1299" 4 132 368 TRUE FALSE "AS" 1 "" "11634.20180329"
"1300" 5 133 227 FALSE TRUE "AS" 2 "" "11634.20180329"
"1301" 6 132 179 FALSE TRUE "AS" 2 "" "11634.20180329"
"1302" 7 134 191 FALSE TRUE "AS" 2 "" "11634.20180329"
"1303" 8 131 265 TRUE FALSE "AS" 1 "" "11634.20180329"
"1304" 9 131 324 TRUE FALSE "AS" 1 "" "11634.20180329"
"1305" 10 134 164 FALSE TRUE "AS" 2 "" "11634.20180329"
"1306" 11 134 147 FALSE TRUE "AS" 2 "" "11634.20180329"
"1307" 12 134 172 FALSE TRUE "AS" 2 "" "11634.20180329"
"1308" 13 133 201 FALSE TRUE "AS" 2 "" "11634.20180329"
"1309" 14 134 159 FALSE TRUE "AS" 2 "" "11634.20180329"
"1310" 15 131 172 FALSE TRUE "AS" 2 "" "11634.20180329"
"1311" 16 134 250 TRUE FALSE "AS" 1 "" "11634.20180329"
"1312" 17 134 121 FALSE TRUE "AS" 2 "" "11634.20180329"
"1313" 18 134 243 TRUE FALSE "AS" 1 "" "11634.20180329"
"1314" 19 132 245 TRUE FALSE "AS" 1 "" "11634.20180329"
"1315" 20 132 152 FALSE TRUE "AS" 2 "" "11634.20180329"
"1316" 21 131 223 TRUE FALSE "AS" 1 "" "11634.20180329"
"1317" 22 132 179 TRUE FALSE "AS" 1 "" "11634.20180329"
"1318" 23 133 NA FALSE FALSE "AS" -1 "average fixpos(NaN) is off from baseline(130.500000)!" "11634.20180329"
"1319" 24 131 262 TRUE FALSE "AS" 1 "" "11634.20180329"
"1320" 25 132 176 FALSE TRUE "AS" 2 "" "11634.20180329"
"1321" 26 132 195 TRUE FALSE "AS" 1 "" "11634.20180329"
"1322" 27 133 179 FALSE TRUE "AS" 2 "" "11634.20180329"
"1323" 28 134 174 FALSE TRUE "AS" 2 "" "11634.20180329"
"1324" 29 133 135 FALSE TRUE "AS" 2 "" "11634.20180329"
"1325" 30 133 140 FALSE TRUE "AS" 2 "" "11634.20180329"
"1326" 31 131 189 FALSE TRUE "AS" 2 "" "11634.20180329"
"1327" 32 132 240 TRUE FALSE "AS" 1 "" "11634.20180329"
"1328" 33 134 142 FALSE TRUE "AS" 2 "" "11634.20180329"
"1329" 34 131 172 FALSE TRUE "AS" 2 "" "11634.20180329"
"1330" 35 133 191 FALSE TRUE "AS" 2 "" "11634.20180329"
"1331" 36 131 162 FALSE TRUE "AS" 2 "" "11634.20180329"
"1332" 37 131 183 FALSE TRUE "AS" 2 "" "11634.20180329"
"1333" 38 133 262 TRUE FALSE "AS" 1 "" "11634.20180329"
"1334" 39 132 179 FALSE TRUE "AS" 2 "" "11634.20180329"
"1335" 40 133 157 FALSE TRUE "AS" 2 "" "11634.20180329"
"1336" 41 131 196 FALSE TRUE "AS" 2 "" "11634.20180329"
"1337" 42 134 164 FALSE TRUE "AS" 2 "" "11634.20180329"
"1338" 43 132 NA FALSE FALSE "AS" -1 "moving (5.446 px/60Hz) before target onset" "11634.20180329"
"1339" 44 133 149 FALSE TRUE "AS" 2 "" "11634.20180329"
"1340" 45 133 147 FALSE TRUE "AS" 2 "" "11634.20180329"
"1341" 46 131 302 TRUE FALSE "AS" 1 "" "11634.20180329"
"1342" 47 132 196 TRUE FALSE "AS" 1 "" "11634.20180329"
"1343" 48 131 267 TRUE FALSE "AS" 1 "" "11634.20180329"
"1344" 1 132 142 FALSE TRUE "AS" 2 "" "11629.20190926"
"1345" 2 134 NA FALSE FALSE "AS" -1 "average fixpos(217.212500) is off from baseline(130.500000)!" "11629.20190926"
"1346" 3 132 NA FALSE FALSE "AS" -1 "moving (4.969 px/60Hz) before target onset" "11629.20190926"
"1347" 4 134 322 TRUE FALSE "AS" 1 "" "11629.20190926"
"1348" 5 132 272 FALSE TRUE "AS" 2 "" "11629.20190926"
"1349" 6 132 390 TRUE FALSE "AS" 1 "" "11629.20190926"
"1350" 7 131 373 TRUE FALSE "AS" 1 "" "11629.20190926"
"1351" 8 133 NA FALSE FALSE "AS" -1 "no good saccades" "11629.20190926"
"1352" 9 133 333 FALSE FALSE "AS" 0 "" "11629.20190926"
"1353" 10 131 NA FALSE FALSE "AS" -1 "moving (4.035 px/60Hz) before target onset" "11629.20190926"
"1354" 11 133 NA FALSE FALSE "AS" -1 "moving (5.881 px/60Hz) before target onset" "11629.20190926"
"1355" 12 134 174 FALSE FALSE "AS" 0 "" "11629.20190926"
"1356" 13 133 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11629.20190926"
"1357" 14 132 154 FALSE TRUE "AS" 2 "" "11629.20190926"
"1358" 15 132 299 TRUE FALSE "AS" 1 "" "11629.20190926"
"1359" 16 134 322 TRUE FALSE "AS" 1 "" "11629.20190926"
"1360" 17 133 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11629.20190926"
"1361" 18 134 325 FALSE TRUE "AS" 2 "" "11629.20190926"
"1362" 19 131 108 TRUE FALSE "AS" 1 "" "11629.20190926"
"1363" 20 133 314 TRUE FALSE "AS" 1 "" "11629.20190926"
"1364" 21 134 242 TRUE FALSE "AS" 1 "" "11629.20190926"
"1365" 22 131 341 TRUE FALSE "AS" 1 "" "11629.20190926"
"1366" 23 132 312 TRUE FALSE "AS" 1 "" "11629.20190926"
"1367" 24 131 115 TRUE FALSE "AS" 1 "" "11629.20190926"
"1368" 25 134 312 TRUE FALSE "AS" 1 "" "11629.20190926"
"1369" 26 134 219 TRUE FALSE "AS" 1 "" "11629.20190926"
"1370" 27 132 244 TRUE FALSE "AS" 1 "" "11629.20190926"
"1371" 28 131 137 FALSE TRUE "AS" 2 "" "11629.20190926"
"1372" 29 133 262 TRUE FALSE "AS" 1 "" "11629.20190926"
"1373" 30 132 253 TRUE FALSE "AS" 1 "" "11629.20190926"
"1374" 31 131 NA FALSE FALSE "AS" -1 "moving (4.581 px/60Hz) before target onset" "11629.20190926"
"1375" 32 131 NA FALSE FALSE "AS" -1 "moving (5.278 px/60Hz) before target onset" "11629.20190926"
"1376" 33 132 258 TRUE FALSE "AS" 1 "" "11629.20190926"
"1377" 34 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=56.841882" "11629.20190926"
"1378" 35 133 73 FALSE TRUE "AS" 2 "" "11629.20190926"
"1379" 36 132 331 TRUE FALSE "AS" 1 "" "11629.20190926"
"1380" 37 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=50.326028" "11629.20190926"
"1381" 38 133 NA FALSE FALSE "AS" -1 "no good saccades" "11629.20190926"
"1382" 39 133 114 FALSE TRUE "AS" 2 "" "11629.20190926"
"1383" 40 133 261 TRUE FALSE "AS" 1 "" "11629.20190926"
"1384" 41 134 344 TRUE FALSE "AS" 1 "" "11629.20190926"
"1385" 42 132 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11629.20190926"
"1386" 43 133 258 TRUE FALSE "AS" 1 "" "11629.20190926"
"1387" 44 134 294 TRUE FALSE "AS" 1 "" "11629.20190926"
"1388" 45 131 127 FALSE TRUE "AS" 2 "" "11629.20190926"
"1389" 46 131 275 TRUE FALSE "AS" 1 "" "11629.20190926"
"1390" 47 131 NA FALSE FALSE "AS" -1 "moving (6.076 px/60Hz) before target onset" "11629.20190926"
"1391" 48 131 282 TRUE FALSE "AS" 1 "" "11629.20190926"
"1392" 1 133 292 TRUE FALSE "AS" 1 NA "11629.20180312"
"1393" 2 134 292 TRUE FALSE "AS" 1 NA "11629.20180312"
"1394" 3 131 319 TRUE FALSE "AS" 1 NA "11629.20180312"
"1395" 4 131 290 FALSE TRUE "AS" 2 NA "11629.20180312"
"1396" 5 132 245 TRUE FALSE "AS" 1 NA "11629.20180312"
"1397" 6 133 494 TRUE FALSE "AS" 1 NA "11629.20180312"
"1398" 7 134 358 TRUE FALSE "AS" 1 NA "11629.20180312"
"1399" 8 132 304 TRUE FALSE "AS" 1 NA "11629.20180312"
"1400" 9 134 290 TRUE FALSE "AS" 1 NA "11629.20180312"
"1401" 10 131 179 FALSE TRUE "AS" 2 NA "11629.20180312"
"1402" 11 132 204 FALSE TRUE "AS" 2 NA "11629.20180312"
"1403" 12 134 437 TRUE FALSE "AS" 1 NA "11629.20180312"
"1404" 13 134 270 TRUE FALSE "AS" 1 NA "11629.20180312"
"1405" 14 133 194 TRUE FALSE "AS" 1 NA "11629.20180312"
"1406" 15 131 294 TRUE FALSE "AS" 1 NA "11629.20180312"
"1407" 16 133 231 TRUE FALSE "AS" 1 NA "11629.20180312"
"1408" 17 134 292 TRUE FALSE "AS" 1 NA "11629.20180312"
"1409" 18 133 208 TRUE FALSE "AS" 1 NA "11629.20180312"
"1410" 19 131 349 FALSE TRUE "AS" 2 NA "11629.20180312"
"1411" 20 131 273 TRUE FALSE "AS" 1 NA "11629.20180312"
"1412" 21 133 243 FALSE TRUE "AS" 2 NA "11629.20180312"
"1413" 22 134 258 TRUE FALSE "AS" 1 NA "11629.20180312"
"1414" 23 132 302 TRUE FALSE "AS" 1 NA "11629.20180312"
"1415" 24 131 393 TRUE FALSE "AS" 1 NA "11629.20180312"
"1416" 25 131 297 TRUE FALSE "AS" 1 NA "11629.20180312"
"1417" 26 132 265 TRUE FALSE "AS" 1 NA "11629.20180312"
"1418" 27 134 277 TRUE FALSE "AS" 1 NA "11629.20180312"
"1419" 28 134 260 TRUE FALSE "AS" 1 NA "11629.20180312"
"1420" 29 134 287 TRUE FALSE "AS" 1 NA "11629.20180312"
"1421" 30 133 206 TRUE FALSE "AS" 1 NA "11629.20180312"
"1422" 31 132 262 FALSE TRUE "AS" 2 NA "11629.20180312"
"1423" 32 131 346 TRUE FALSE "AS" 1 NA "11629.20180312"
"1424" 33 132 240 TRUE FALSE "AS" 1 NA "11629.20180312"
"1425" 34 132 282 TRUE FALSE "AS" 1 NA "11629.20180312"
"1426" 35 132 260 TRUE FALSE "AS" 1 NA "11629.20180312"
"1427" 36 132 380 TRUE FALSE "AS" 1 NA "11629.20180312"
"1428" 37 131 302 TRUE FALSE "AS" 1 NA "11629.20180312"
"1429" 38 133 535 TRUE FALSE "AS" 1 NA "11629.20180312"
"1430" 39 134 328 TRUE FALSE "AS" 1 NA "11629.20180312"
"1431" 40 132 149 FALSE TRUE "AS" 2 NA "11629.20180312"
"1432" 41 133 157 FALSE TRUE "AS" 2 NA "11629.20180312"
"1433" 42 134 430 TRUE FALSE "AS" 1 NA "11629.20180312"
"1434" 43 131 302 TRUE FALSE "AS" 1 NA "11629.20180312"
"1435" 44 132 287 TRUE FALSE "AS" 1 NA "11629.20180312"
"1436" 45 133 260 TRUE FALSE "AS" 1 NA "11629.20180312"
"1437" 46 133 204 FALSE TRUE "AS" 2 NA "11629.20180312"
"1438" 47 133 376 TRUE FALSE "AS" 1 NA "11629.20180312"
"1439" 48 131 172 FALSE TRUE "AS" 2 NA "11629.20180312"
"1440" 1 131 227 FALSE TRUE "AS" 2 "" "11633.20180328"
"1441" 2 132 317 TRUE FALSE "AS" 1 "" "11633.20180328"
"1442" 3 131 408 TRUE FALSE "AS" 1 "" "11633.20180328"
"1443" 4 134 396 TRUE FALSE "AS" 1 "" "11633.20180328"
"1444" 5 131 208 FALSE TRUE "AS" 2 "" "11633.20180328"
"1445" 6 131 152 FALSE TRUE "AS" 2 "" "11633.20180328"
"1446" 7 131 258 TRUE FALSE "AS" 1 "" "11633.20180328"
"1447" 8 133 184 FALSE TRUE "AS" 2 "" "11633.20180328"
"1448" 9 132 456 TRUE FALSE "AS" 1 "" "11633.20180328"
"1449" 10 134 292 TRUE FALSE "AS" 1 "" "11633.20180328"
"1450" 11 132 240 FALSE TRUE "AS" 2 "" "11633.20180328"
"1451" 12 133 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11633.20180328"
"1452" 13 134 432 TRUE FALSE "AS" 1 "" "11633.20180328"
"1453" 14 131 486 FALSE FALSE "AS" 0 "" "11633.20180328"
"1454" 15 131 155 FALSE FALSE "AS" 0 "" "11633.20180328"
"1455" 16 134 206 TRUE FALSE "AS" 1 "" "11633.20180328"
"1456" 17 134 152 FALSE TRUE "AS" 2 "" "11633.20180328"
"1457" 18 132 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11633.20180328"
"1458" 19 132 290 TRUE FALSE "AS" 1 "" "11633.20180328"
"1459" 20 134 264 TRUE FALSE "AS" 1 "" "11633.20180328"
"1460" 21 131 270 TRUE FALSE "AS" 1 "" "11633.20180328"
"1461" 22 132 439 TRUE FALSE "AS" 1 "" "11633.20180328"
"1462" 23 133 243 TRUE FALSE "AS" 1 "" "11633.20180328"
"1463" 24 133 287 TRUE FALSE "AS" 1 "" "11633.20180328"
"1464" 25 134 155 FALSE TRUE "AS" 2 "" "11633.20180328"
"1465" 26 132 266 TRUE FALSE "AS" 1 "" "11633.20180328"
"1466" 27 132 344 TRUE FALSE "AS" 1 "" "11633.20180328"
"1467" 28 131 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11633.20180328"
"1468" 29 131 194 FALSE TRUE "AS" 2 "" "11633.20180328"
"1469" 30 131 NA FALSE FALSE "AS" -1 "moving (-Inf px/60Hz) before target onset" "11633.20180328"
"1470" 31 133 285 TRUE FALSE "AS" 1 "" "11633.20180328"
"1471" 32 134 NA FALSE FALSE "AS" -1 "average fixpos(NaN) is off from baseline(130.500000)!" "11633.20180328"
"1472" 33 132 358 TRUE FALSE "AS" 1 "" "11633.20180328"
"1473" 34 133 207 TRUE FALSE "AS" 1 "" "11633.20180328"
"1474" 35 132 317 TRUE FALSE "AS" 1 "" "11633.20180328"
"1475" 36 134 383 TRUE FALSE "AS" 1 "" "11633.20180328"
"1476" 37 134 162 FALSE TRUE "AS" 2 "" "11633.20180328"
"1477" 38 133 294 FALSE TRUE "AS" 2 "" "11633.20180328"
"1478" 39 134 124 TRUE FALSE "AS" 1 "" "11633.20180328"
"1479" 40 134 NA FALSE FALSE "AS" -1 "blink before target onset" "11633.20180328"
"1480" 41 133 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11633.20180328"
"1481" 42 133 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=41.302412" "11633.20180328"
"1482" 43 131 245 FALSE TRUE "AS" 2 "" "11633.20180328"
"1483" 44 132 260 TRUE FALSE "AS" 1 "" "11633.20180328"
"1484" 45 133 292 TRUE FALSE "AS" 1 "" "11633.20180328"
"1485" 46 133 379 FALSE FALSE "AS" 0 "" "11633.20180328"
"1486" 47 132 356 TRUE FALSE "AS" 1 "" "11633.20180328"
"1487" 48 133 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11633.20180328"
"1488" 1 132 690 TRUE FALSE "AS" 1 "" "11632.20190924"
"1489" 2 131 272 TRUE FALSE "AS" 1 "" "11632.20190924"
"1490" 3 131 527 TRUE FALSE "AS" 1 "" "11632.20190924"
"1491" 4 134 162 FALSE TRUE "AS" 2 "" "11632.20190924"
"1492" 5 133 351 TRUE FALSE "AS" 1 "" "11632.20190924"
"1493" 6 133 282 TRUE FALSE "AS" 1 "" "11632.20190924"
"1494" 7 133 307 TRUE FALSE "AS" 1 "" "11632.20190924"
"1495" 8 132 169 FALSE TRUE "AS" 2 "" "11632.20190924"
"1496" 9 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=43.326356" "11632.20190924"
"1497" 10 132 272 TRUE FALSE "AS" 1 "" "11632.20190924"
"1498" 11 131 309 TRUE FALSE "AS" 1 "" "11632.20190924"
"1499" 12 134 285 TRUE FALSE "AS" 1 "" "11632.20190924"
"1500" 13 132 299 TRUE FALSE "AS" 1 "" "11632.20190924"
"1501" 14 132 226 TRUE FALSE "AS" 1 "" "11632.20190924"
"1502" 15 133 159 FALSE TRUE "AS" 2 "" "11632.20190924"
"1503" 16 133 144 FALSE TRUE "AS" 2 "" "11632.20190924"
"1504" 17 134 265 TRUE FALSE "AS" 1 "" "11632.20190924"
"1505" 18 132 410 TRUE FALSE "AS" 1 "" "11632.20190924"
"1506" 19 133 265 TRUE FALSE "AS" 1 "" "11632.20190924"
"1507" 20 132 272 TRUE FALSE "AS" 1 "" "11632.20190924"
"1508" 21 132 147 FALSE TRUE "AS" 2 "" "11632.20190924"
"1509" 22 131 250 TRUE FALSE "AS" 1 "" "11632.20190924"
"1510" 23 131 235 TRUE FALSE "AS" 1 "" "11632.20190924"
"1511" 24 132 309 TRUE FALSE "AS" 1 "" "11632.20190924"
"1512" 25 131 277 TRUE FALSE "AS" 1 "" "11632.20190924"
"1513" 26 131 343 TRUE FALSE "AS" 1 "" "11632.20190924"
"1514" 27 132 245 TRUE FALSE "AS" 1 "" "11632.20190924"
"1515" 28 133 135 FALSE TRUE "AS" 2 "" "11632.20190924"
"1516" 29 133 282 TRUE FALSE "AS" 1 "" "11632.20190924"
"1517" 30 133 272 TRUE FALSE "AS" 1 "" "11632.20190924"
"1518" 31 131 181 FALSE TRUE "AS" 2 "" "11632.20190924"
"1519" 32 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=46.182654" "11632.20190924"
"1520" 33 134 NA FALSE FALSE "AS" -1 "no good saccades" "11632.20190924"
"1521" 34 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=45.584651" "11632.20190924"
"1522" 35 133 265 TRUE FALSE "AS" 1 "" "11632.20190924"
"1523" 36 133 228 TRUE FALSE "AS" 1 "" "11632.20190924"
"1524" 37 131 142 FALSE TRUE "AS" 2 "" "11632.20190924"
"1525" 38 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=44.553739" "11632.20190924"
"1526" 39 132 302 TRUE FALSE "AS" 1 "" "11632.20190924"
"1527" 40 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=57.833727" "11632.20190924"
"1528" 41 133 245 TRUE FALSE "AS" 1 "" "11632.20190924"
"1529" 42 134 255 TRUE FALSE "AS" 1 "" "11632.20190924"
"1530" 43 132 275 TRUE FALSE "AS" 1 "" "11632.20190924"
"1531" 44 131 336 TRUE FALSE "AS" 1 "" "11632.20190924"
"1532" 45 134 260 TRUE FALSE "AS" 1 "" "11632.20190924"
"1533" 46 134 228 TRUE FALSE "AS" 1 "" "11632.20190924"
"1534" 47 131 196 FALSE TRUE "AS" 2 "" "11632.20190924"
"1535" 48 131 260 TRUE FALSE "AS" 1 "" "11632.20190924"
"1536" 1 133 379 TRUE FALSE "AS" 1 "" "11632.20180328"
"1537" 2 134 585 TRUE FALSE "AS" 1 "" "11632.20180328"
"1538" 3 131 390 TRUE FALSE "AS" 1 "" "11632.20180328"
"1539" 4 133 358 TRUE FALSE "AS" 1 "" "11632.20180328"
"1540" 5 132 314 TRUE FALSE "AS" 1 "" "11632.20180328"
"1541" 6 132 334 TRUE FALSE "AS" 1 "" "11632.20180328"
"1542" 7 134 270 TRUE FALSE "AS" 1 "" "11632.20180328"
"1543" 8 134 245 TRUE FALSE "AS" 1 "" "11632.20180328"
"1544" 9 132 329 TRUE FALSE "AS" 1 "" "11632.20180328"
"1545" 10 133 277 TRUE FALSE "AS" 1 "" "11632.20180328"
"1546" 11 131 388 TRUE FALSE "AS" 1 "" "11632.20180328"
"1547" 12 131 290 TRUE FALSE "AS" 1 "" "11632.20180328"
"1548" 13 132 265 TRUE FALSE "AS" 1 "" "11632.20180328"
"1549" 14 133 277 TRUE FALSE "AS" 1 "" "11632.20180328"
"1550" 15 134 240 TRUE FALSE "AS" 1 "" "11632.20180328"
"1551" 16 133 322 TRUE FALSE "AS" 1 "" "11632.20180328"
"1552" 17 134 231 TRUE FALSE "AS" 1 "" "11632.20180328"
"1553" 18 132 204 FALSE TRUE "AS" 2 "" "11632.20180328"
"1554" 19 132 154 FALSE TRUE "AS" 2 "" "11632.20180328"
"1555" 20 132 204 FALSE TRUE "AS" 2 "" "11632.20180328"
"1556" 21 134 125 FALSE TRUE "AS" 2 "" "11632.20180328"
"1557" 22 131 265 TRUE FALSE "AS" 1 "" "11632.20180328"
"1558" 23 133 181 FALSE TRUE "AS" 2 "" "11632.20180328"
"1559" 24 134 255 TRUE FALSE "AS" 1 "" "11632.20180328"
"1560" 25 133 319 FALSE TRUE "AS" 2 "" "11632.20180328"
"1561" 26 131 243 TRUE FALSE "AS" 1 "" "11632.20180328"
"1562" 27 133 235 TRUE FALSE "AS" 1 "" "11632.20180328"
"1563" 28 133 248 TRUE FALSE "AS" 1 "" "11632.20180328"
"1564" 29 131 294 TRUE FALSE "AS" 1 "" "11632.20180328"
"1565" 30 132 290 TRUE FALSE "AS" 1 "" "11632.20180328"
"1566" 31 132 344 TRUE FALSE "AS" 1 "" "11632.20180328"
"1567" 32 134 243 TRUE FALSE "AS" 1 "" "11632.20180328"
"1568" 33 131 238 TRUE FALSE "AS" 1 "" "11632.20180328"
"1569" 34 134 297 TRUE FALSE "AS" 1 "" "11632.20180328"
"1570" 35 134 NA FALSE FALSE "AS" -1 "moving (4.788 px/60Hz) before target onset" "11632.20180328"
"1571" 36 132 278 TRUE FALSE "AS" 1 "" "11632.20180328"
"1572" 37 132 314 TRUE FALSE "AS" 1 "" "11632.20180328"
"1573" 38 131 223 TRUE FALSE "AS" 1 "" "11632.20180328"
"1574" 39 133 154 FALSE TRUE "AS" 2 "" "11632.20180328"
"1575" 40 133 NA FALSE FALSE "AS" -1 "moving (4.355 px/60Hz) before target onset" "11632.20180328"
"1576" 41 131 258 TRUE FALSE "AS" 1 "" "11632.20180328"
"1577" 42 131 233 TRUE FALSE "AS" 1 "" "11632.20180328"
"1578" 43 131 280 TRUE FALSE "AS" 1 "" "11632.20180328"
"1579" 44 134 149 FALSE TRUE "AS" 2 "" "11632.20180328"
"1580" 45 131 216 TRUE FALSE "AS" 1 "" "11632.20180328"
"1581" 46 132 270 TRUE FALSE "AS" 1 "" "11632.20180328"
"1582" 47 134 250 TRUE FALSE "AS" 1 "" "11632.20180328"
"1583" 48 133 280 TRUE FALSE "AS" 1 "" "11632.20180328"
"1584" 1 132 447 TRUE FALSE "AS" 1 "" "11638.20180410"
"1585" 2 131 113 FALSE TRUE "AS" 2 "" "11638.20180410"
"1586" 3 131 324 TRUE FALSE "AS" 1 "" "11638.20180410"
"1587" 4 134 454 TRUE FALSE "AS" 1 "" "11638.20180410"
"1588" 5 132 233 TRUE FALSE "AS" 1 "" "11638.20180410"
"1589" 6 131 201 TRUE FALSE "AS" 1 "" "11638.20180410"
"1590" 7 131 302 TRUE FALSE "AS" 1 "" "11638.20180410"
"1591" 8 132 388 TRUE FALSE "AS" 1 "" "11638.20180410"
"1592" 9 134 449 FALSE TRUE "AS" 2 "" "11638.20180410"
"1593" 10 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=48.383568" "11638.20180410"
"1594" 11 132 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11638.20180410"
"1595" 12 132 314 TRUE FALSE "AS" 1 "" "11638.20180410"
"1596" 13 131 255 TRUE FALSE "AS" 1 "" "11638.20180410"
"1597" 14 133 226 FALSE TRUE "AS" 2 "" "11638.20180410"
"1598" 15 133 164 TRUE FALSE "AS" 1 "" "11638.20180410"
"1599" 16 134 278 TRUE FALSE "AS" 1 "" "11638.20180410"
"1600" 17 132 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11638.20180410"
"1601" 18 134 243 TRUE FALSE "AS" 1 "" "11638.20180410"
"1602" 19 132 277 TRUE FALSE "AS" 1 "" "11638.20180410"
"1603" 20 133 191 FALSE TRUE "AS" 2 "" "11638.20180410"
"1604" 21 133 194 FALSE TRUE "AS" 2 "" "11638.20180410"
"1605" 22 134 219 TRUE FALSE "AS" 1 "" "11638.20180410"
"1606" 23 133 223 TRUE FALSE "AS" 1 "" "11638.20180410"
"1607" 24 134 147 TRUE FALSE "AS" 1 "" "11638.20180410"
"1608" 25 131 340 TRUE FALSE "AS" 1 "" "11638.20180410"
"1609" 26 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=45.416310" "11638.20180410"
"1610" 27 131 260 TRUE FALSE "AS" 1 "" "11638.20180410"
"1611" 28 131 248 TRUE FALSE "AS" 1 "" "11638.20180410"
"1612" 29 132 250 TRUE FALSE "AS" 1 "" "11638.20180410"
"1613" 30 134 249 TRUE FALSE "AS" 1 "" "11638.20180410"
"1614" 31 132 NA FALSE FALSE "AS" -1 "no saccades (getSacs)" "11638.20180410"
"1615" 32 133 270 TRUE FALSE "AS" 1 "" "11638.20180410"
"1616" 33 134 267 TRUE FALSE "AS" 1 "" "11638.20180410"
"1617" 34 132 285 TRUE FALSE "AS" 1 "" "11638.20180410"
"1618" 35 131 250 TRUE FALSE "AS" 1 "" "11638.20180410"
"1619" 36 133 226 TRUE FALSE "AS" 1 "" "11638.20180410"
"1620" 37 133 231 TRUE FALSE "AS" 1 "" "11638.20180410"
"1621" 38 133 243 TRUE FALSE "AS" 1 "" "11638.20180410"
"1622" 39 133 201 TRUE FALSE "AS" 1 "" "11638.20180410"
"1623" 40 133 226 TRUE FALSE "AS" 1 "" "11638.20180410"
"1624" 41 134 208 TRUE FALSE "AS" 1 "" "11638.20180410"
"1625" 42 131 326 TRUE FALSE "AS" 1 "" "11638.20180410"
"1626" 43 134 221 TRUE FALSE "AS" 1 "" "11638.20180410"
"1627" 44 132 403 TRUE FALSE "AS" 1 "" "11638.20180410"
"1628" 45 133 240 TRUE FALSE "AS" 1 "" "11638.20180410"
"1629" 46 131 290 TRUE FALSE "AS" 1 "" "11638.20180410"
"1630" 47 131 363 TRUE FALSE "AS" 1 "" "11638.20180410"
"1631" 48 132 314 TRUE FALSE "AS" 1 "" "11638.20180410"
"1632" 1 134 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=41.414644" "11640.20180416"
"1633" 2 134 NA FALSE FALSE "AS" -1 "blink before target onset" "11640.20180416"
"1634" 3 134 NA FALSE FALSE "AS" -1 "< 30% tracking for samples of interest" "11640.20180416"
"1635" 4 134 231 FALSE TRUE "AS" 2 "" "11640.20180416"
"1636" 5 131 120 FALSE TRUE "AS" 2 "" "11640.20180416"
"1637" 6 132 398 TRUE FALSE "AS" 1 "" "11640.20180416"
"1638" 7 133 NA FALSE FALSE "AS" -1 "blink before target onset" "11640.20180416"
"1639" 8 132 NA FALSE FALSE "AS" -1 "moving (7.892 px/60Hz) before target onset" "11640.20180416"
"1640" 9 131 NA FALSE FALSE "AS" -1 "blink before target onset" "11640.20180416"
"1641" 10 132 NA FALSE FALSE "AS" -1 "poor tracking: sd of xpos Δ=44.734176" "11640.20180416"
"1642" 11 133 NA FALSE FALSE "AS" -1 "blink before target onset" "11640.20180416"
"1643" 12 132 181 TRUE FALSE "AS" 1 "" "11640.20180416"
"1644" 13 132 194 TRUE FALSE "AS" 1 "" "11640.20180416"
"1645" 14 131 437 TRUE FALSE "AS" 1 "" "11640.20180416"
"1646" 15 132 208 TRUE FALSE "AS" 1 "" "11640.20180416"
"1647" 16 131 NA FALSE FALSE "AS" -1 "average fixpos(NaN) is off from baseline(130.500000)!" "11640.20180416"
"1648" 17 132 196 TRUE FALSE "AS" 1 "" "11640.20180416"
